Data,Matricula,Setor,Violacao_Minutos,Atestado,Dia_Semana
2026-01-01,MAT0103,Operacional,159,0,Thursday
2026-01-01,MAT0104,Operacional,0,0,Thursday
2026-01-01,MAT0105,Logística,144,1,Thursday
2026-01-01,MAT0106,Expedição,0,0,Thursday
2026-01-01,MAT0107,Operacional,0,0,Thursday
2026-01-01,MAT0108,Transporte,0,0,Thursday
2026-01-01,MAT0109,Transporte,0,0,Thursday
2026-01-01,MAT0110,Expedição,0,0,Thursday
2026-01-01,MAT0111,Expedição,0,0,Thursday
2026-01-01,MAT0112,Operacional,0,0,Thursday
2026-01-01,MAT0113,Operacional,0,0,Thursday
2026-01-01,MAT0114,Transporte,0,0,Thursday
2026-01-01,MAT0115,Operacional,0,0,Thursday
2026-01-01,MAT0116,Expedição,0,0,Thursday
2026-01-01,MAT0117,Logística,0,0,Thursday
2026-01-01,MAT0118,Logística,0,0,Thursday
2026-01-01,MAT0119,Transporte,0,0,Thursday
2026-01-01,MAT0120,Logística,0,0,Thursday
2026-01-01,MAT0121,Transporte,0,0,Thursday
2026-01-01,MAT0122,Expedição,0,0,Thursday
2026-01-01,MAT0123,Operacional,0,0,Thursday
2026-01-01,MAT0124,Operacional,0,0,Thursday
2026-01-01,MAT0125,Logística,0,0,Thursday
2026-01-01,MAT0126,Operacional,108,0,Thursday
2026-01-01,MAT0127,Expedição,0,0,Thursday
2026-01-01,MAT0128,Transporte,0,0,Thursday
2026-01-01,MAT0129,Expedição,0,0,Thursday
2026-01-01,MAT0130,Transporte,0,1,Thursday
2026-01-01,MAT0131,Operacional,0,1,Thursday
2026-01-01,MAT0132,Operacional,0,0,Thursday
2026-01-01,MAT0133,Expedição,0,0,Thursday
2026-01-01,MAT0134,Logística,0,0,Thursday
2026-01-01,MAT0135,Logística,0,0,Thursday
2026-01-01,MAT0136,Logística,0,0,Thursday
2026-01-01,MAT0137,Logística,0,0,Thursday
2026-01-01,MAT0138,Logística,0,0,Thursday
2026-01-01,MAT0139,Logística,0,0,Thursday
2026-01-01,MAT0140,Transporte,0,0,Thursday
2026-01-01,MAT0141,Logística,0,0,Thursday
2026-01-01,MAT0142,Transporte,0,0,Thursday
2026-01-01,MAT0143,Logística,0,0,Thursday
2026-01-01,MAT0144,Transporte,0,1,Thursday
2026-01-01,MAT0145,Expedição,123,1,Thursday
2026-01-01,MAT0146,Operacional,0,0,Thursday
2026-01-01,MAT0147,Logística,0,0,Thursday
2026-01-01,MAT0148,Transporte,0,0,Thursday
2026-01-01,MAT0149,Operacional,0,0,Thursday
2026-01-01,MAT0150,Operacional,0,0,Thursday
2026-01-02,MAT0001,Logística,0,0,Friday
2026-01-02,MAT0002,Operacional,0,0,Friday
2026-01-02,MAT0003,Operacional,0,0,Friday
2026-01-02,MAT0004,Logística,0,0,Friday
2026-01-02,MAT0005,Transporte,0,0,Friday
2026-01-02,MAT0006,Transporte,0,0,Friday
2026-01-02,MAT0007,Logística,0,0,Friday
2026-01-02,MAT0008,Operacional,0,0,Friday
2026-01-02,MAT0009,Transporte,0,0,Friday
2026-01-02,MAT0010,Transporte,134,1,Friday
2026-01-02,MAT0011,Operacional,0,0,Friday
2026-01-02,MAT0012,Transporte,0,0,Friday
2026-01-02,MAT0013,Expedição,0,0,Friday
2026-01-02,MAT0014,Logística,0,0,Friday
2026-01-02,MAT0015,Expedição,157,1,Friday
2026-01-02,MAT0016,Operacional,0,0,Friday
2026-01-02,MAT0017,Operacional,0,0,Friday
2026-01-02,MAT0018,Operacional,121,1,Friday
2026-01-02,MAT0019,Expedição,0,0,Friday
2026-01-02,MAT0020,Operacional,109,0,Friday
2026-01-02,MAT0021,Operacional,177,0,Friday
2026-01-02,MAT0022,Logística,0,0,Friday
2026-01-02,MAT0023,Logística,0,0,Friday
2026-01-02,MAT0024,Transporte,184,1,Friday
2026-01-02,MAT0025,Transporte,0,0,Friday
2026-01-02,MAT0026,Operacional,146,1,Friday
2026-01-02,MAT0027,Operacional,0,0,Friday
2026-01-02,MAT0028,Logística,0,0,Friday
2026-01-02,MAT0029,Expedição,0,0,Friday
2026-01-02,MAT0030,Operacional,0,0,Friday
2026-01-02,MAT0031,Expedição,0,0,Friday
2026-01-02,MAT0032,Operacional,0,0,Friday
2026-01-02,MAT0033,Operacional,0,0,Friday
2026-01-02,MAT0034,Transporte,0,0,Friday
2026-01-02,MAT0035,Transporte,0,0,Friday
2026-01-02,MAT0036,Operacional,0,0,Friday
2026-01-02,MAT0037,Operacional,0,1,Friday
2026-01-02,MAT0038,Transporte,157,1,Friday
2026-01-02,MAT0039,Logística,0,0,Friday
2026-01-02,MAT0040,Operacional,0,0,Friday
2026-01-02,MAT0041,Expedição,0,0,Friday
2026-01-02,MAT0042,Operacional,0,0,Friday
2026-01-02,MAT0043,Expedição,0,0,Friday
2026-01-02,MAT0044,Expedição,0,0,Friday
2026-01-02,MAT0045,Operacional,124,1,Friday
2026-01-02,MAT0046,Expedição,98,0,Friday
2026-01-02,MAT0047,Logística,0,0,Friday
2026-01-02,MAT0048,Logística,0,0,Friday
2026-01-02,MAT0049,Expedição,0,0,Friday
2026-01-02,MAT0050,Transporte,0,0,Friday
2026-01-02,MAT0051,Logística,0,0,Friday
2026-01-02,MAT0052,Transporte,137,1,Friday
2026-01-02,MAT0053,Operacional,0,0,Friday
2026-01-02,MAT0054,Transporte,0,0,Friday
2026-01-02,MAT0055,Expedição,0,0,Friday
2026-01-02,MAT0056,Transporte,0,0,Friday
2026-01-02,MAT0057,Transporte,0,0,Friday
2026-01-02,MAT0058,Logística,0,0,Friday
2026-01-02,MAT0059,Logística,106,0,Friday
2026-01-02,MAT0060,Transporte,0,0,Friday
2026-01-02,MAT0061,Expedição,0,0,Friday
2026-01-02,MAT0062,Transporte,0,0,Friday
2026-01-02,MAT0063,Expedição,0,0,Friday
2026-01-02,MAT0064,Expedição,0,0,Friday
2026-01-02,MAT0065,Logística,0,1,Friday
2026-01-02,MAT0066,Logística,0,0,Friday
2026-01-02,MAT0067,Operacional,0,0,Friday
2026-01-02,MAT0068,Operacional,0,0,Friday
2026-01-02,MAT0069,Expedição,0,0,Friday
2026-01-02,MAT0070,Logística,0,0,Friday
2026-01-02,MAT0071,Expedição,112,0,Friday
2026-01-02,MAT0072,Logística,0,0,Friday
2026-01-02,MAT0073,Operacional,0,0,Friday
2026-01-02,MAT0074,Operacional,0,0,Friday
2026-01-02,MAT0075,Expedição,0,0,Friday
2026-01-02,MAT0076,Expedição,0,0,Friday
2026-01-02,MAT0077,Operacional,0,0,Friday
2026-01-02,MAT0078,Logística,0,0,Friday
2026-01-02,MAT0079,Operacional,0,0,Friday
2026-01-02,MAT0080,Transporte,143,1,Friday
2026-01-02,MAT0081,Operacional,0,0,Friday
2026-01-02,MAT0082,Transporte,0,0,Friday
2026-01-02,MAT0083,Expedição,0,0,Friday
2026-01-02,MAT0084,Logística,0,0,Friday
2026-01-02,MAT0085,Transporte,0,0,Friday
2026-01-02,MAT0086,Logística,0,0,Friday
2026-01-02,MAT0087,Transporte,0,0,Friday
2026-01-02,MAT0088,Expedição,0,0,Friday
2026-01-02,MAT0089,Expedição,0,0,Friday
2026-01-02,MAT0090,Operacional,0,0,Friday
2026-01-02,MAT0091,Expedição,0,0,Friday
2026-01-02,MAT0092,Operacional,0,0,Friday
2026-01-02,MAT0093,Logística,165,0,Friday
2026-01-02,MAT0094,Operacional,0,0,Friday
2026-01-02,MAT0095,Transporte,146,1,Friday
2026-01-02,MAT0096,Logística,0,0,Friday
2026-01-02,MAT0097,Transporte,0,0,Friday
2026-01-02,MAT0098,Expedição,100,0,Friday
2026-01-02,MAT0099,Transporte,0,0,Friday
2026-01-02,MAT0100,Transporte,0,0,Friday
2026-01-02,MAT0101,Expedição,0,0,Friday
2026-01-02,MAT0102,Operacional,0,1,Friday
2026-01-02,MAT0103,Operacional,0,0,Friday
2026-01-02,MAT0104,Operacional,0,0,Friday
2026-01-02,MAT0105,Logística,0,0,Friday
2026-01-02,MAT0106,Expedição,0,0,Friday
2026-01-02,MAT0107,Operacional,0,0,Friday
2026-01-02,MAT0108,Transporte,0,0,Friday
2026-01-02,MAT0109,Transporte,0,0,Friday
2026-01-02,MAT0110,Expedição,103,0,Friday
2026-01-02,MAT0111,Expedição,0,0,Friday
2026-01-02,MAT0112,Operacional,0,0,Friday
2026-01-02,MAT0113,Operacional,0,0,Friday
2026-01-02,MAT0114,Transporte,0,0,Friday
2026-01-02,MAT0115,Operacional,0,0,Friday
2026-01-02,MAT0116,Expedição,0,0,Friday
2026-01-02,MAT0117,Logística,0,0,Friday
2026-01-02,MAT0118,Logística,0,0,Friday
2026-01-02,MAT0119,Transporte,0,0,Friday
2026-01-02,MAT0120,Logística,0,1,Friday
2026-01-02,MAT0121,Transporte,0,0,Friday
2026-01-02,MAT0122,Expedição,0,0,Friday
2026-01-02,MAT0123,Operacional,0,0,Friday
2026-01-02,MAT0124,Operacional,0,0,Friday
2026-01-02,MAT0125,Logística,0,0,Friday
2026-01-02,MAT0126,Operacional,103,0,Friday
2026-01-02,MAT0127,Expedição,0,0,Friday
2026-01-02,MAT0128,Transporte,0,0,Friday
2026-01-02,MAT0129,Expedição,0,0,Friday
2026-01-02,MAT0130,Transporte,0,0,Friday
2026-01-02,MAT0131,Operacional,162,1,Friday
2026-01-02,MAT0132,Operacional,0,0,Friday
2026-01-02,MAT0133,Expedição,120,0,Friday
2026-01-02,MAT0134,Logística,0,0,Friday
2026-01-02,MAT0135,Logística,0,0,Friday
2026-01-02,MAT0136,Logística,0,0,Friday
2026-01-02,MAT0137,Logística,0,1,Friday
2026-01-02,MAT0138,Logística,0,0,Friday
2026-01-02,MAT0139,Logística,182,1,Friday
2026-01-02,MAT0140,Transporte,0,0,Friday
2026-01-02,MAT0141,Logística,0,0,Friday
2026-01-02,MAT0142,Transporte,0,0,Friday
2026-01-02,MAT0143,Logística,0,0,Friday
2026-01-02,MAT0144,Transporte,0,0,Friday
2026-01-02,MAT0145,Expedição,100,0,Friday
2026-01-02,MAT0146,Operacional,0,0,Friday
2026-01-02,MAT0147,Logística,0,0,Friday
2026-01-02,MAT0148,Transporte,0,0,Friday
2026-01-02,MAT0149,Operacional,0,0,Friday
2026-01-02,MAT0150,Operacional,0,0,Friday
2026-01-03,MAT0001,Logística,0,0,Saturday
2026-01-03,MAT0002,Operacional,0,0,Saturday
2026-01-03,MAT0003,Operacional,0,0,Saturday
2026-01-03,MAT0004,Logística,0,0,Saturday
2026-01-03,MAT0005,Transporte,0,0,Saturday
2026-01-03,MAT0006,Transporte,0,0,Saturday
2026-01-03,MAT0007,Logística,0,0,Saturday
2026-01-03,MAT0008,Operacional,169,1,Saturday
2026-01-03,MAT0009,Transporte,169,1,Saturday
2026-01-03,MAT0010,Transporte,144,1,Saturday
2026-01-03,MAT0011,Operacional,0,0,Saturday
2026-01-03,MAT0012,Transporte,0,0,Saturday
2026-01-03,MAT0013,Expedição,0,0,Saturday
2026-01-03,MAT0014,Logística,0,0,Saturday
2026-01-03,MAT0015,Expedição,0,0,Saturday
2026-01-03,MAT0016,Operacional,0,0,Saturday
2026-01-03,MAT0017,Operacional,0,0,Saturday
2026-01-03,MAT0018,Operacional,0,1,Saturday
2026-01-03,MAT0019,Expedição,0,0,Saturday
2026-01-03,MAT0020,Operacional,0,0,Saturday
2026-01-03,MAT0021,Operacional,95,0,Saturday
2026-01-03,MAT0022,Logística,0,1,Saturday
2026-01-03,MAT0023,Logística,0,0,Saturday
2026-01-03,MAT0024,Transporte,0,0,Saturday
2026-01-03,MAT0025,Transporte,0,0,Saturday
2026-01-03,MAT0026,Operacional,0,0,Saturday
2026-01-03,MAT0027,Operacional,0,0,Saturday
2026-01-03,MAT0028,Logística,0,0,Saturday
2026-01-03,MAT0029,Expedição,0,0,Saturday
2026-01-03,MAT0030,Operacional,0,0,Saturday
2026-01-03,MAT0031,Expedição,0,0,Saturday
2026-01-03,MAT0032,Operacional,0,0,Saturday
2026-01-03,MAT0033,Operacional,0,0,Saturday
2026-01-03,MAT0034,Transporte,0,0,Saturday
2026-01-03,MAT0035,Transporte,0,0,Saturday
2026-01-03,MAT0036,Operacional,0,0,Saturday
2026-01-03,MAT0037,Operacional,0,0,Saturday
2026-01-03,MAT0038,Transporte,0,0,Saturday
2026-01-03,MAT0039,Logística,120,0,Saturday
2026-01-03,MAT0040,Operacional,0,0,Saturday
2026-01-03,MAT0041,Expedição,0,0,Saturday
2026-01-03,MAT0042,Operacional,0,0,Saturday
2026-01-03,MAT0043,Expedição,0,0,Saturday
2026-01-03,MAT0044,Expedição,0,0,Saturday
2026-01-03,MAT0045,Operacional,94,0,Saturday
2026-01-03,MAT0046,Expedição,0,0,Saturday
2026-01-03,MAT0047,Logística,0,0,Saturday
2026-01-03,MAT0048,Logística,131,1,Saturday
2026-01-03,MAT0049,Expedição,0,1,Saturday
2026-01-03,MAT0050,Transporte,165,1,Saturday
2026-01-03,MAT0051,Logística,0,0,Saturday
2026-01-03,MAT0052,Transporte,127,1,Saturday
2026-01-03,MAT0053,Operacional,0,0,Saturday
2026-01-03,MAT0054,Transporte,0,0,Saturday
2026-01-03,MAT0055,Expedição,0,0,Saturday
2026-01-03,MAT0056,Transporte,0,0,Saturday
2026-01-03,MAT0057,Transporte,0,0,Saturday
2026-01-03,MAT0058,Logística,0,0,Saturday
2026-01-03,MAT0059,Logística,135,1,Saturday
2026-01-03,MAT0060,Transporte,0,0,Saturday
2026-01-03,MAT0061,Expedição,0,0,Saturday
2026-01-03,MAT0062,Transporte,0,0,Saturday
2026-01-03,MAT0063,Expedição,0,0,Saturday
2026-01-03,MAT0064,Expedição,0,0,Saturday
2026-01-03,MAT0065,Logística,0,0,Saturday
2026-01-03,MAT0066,Logística,0,0,Saturday
2026-01-03,MAT0067,Operacional,0,0,Saturday
2026-01-03,MAT0068,Operacional,106,0,Saturday
2026-01-03,MAT0069,Expedição,151,0,Saturday
2026-01-03,MAT0070,Logística,0,0,Saturday
2026-01-03,MAT0071,Expedição,0,0,Saturday
2026-01-03,MAT0072,Logística,0,0,Saturday
2026-01-03,MAT0073,Operacional,0,0,Saturday
2026-01-03,MAT0074,Operacional,0,0,Saturday
2026-01-03,MAT0075,Expedição,0,0,Saturday
2026-01-03,MAT0076,Expedição,0,0,Saturday
2026-01-03,MAT0077,Operacional,0,0,Saturday
2026-01-03,MAT0078,Logística,0,0,Saturday
2026-01-03,MAT0079,Operacional,0,0,Saturday
2026-01-03,MAT0080,Transporte,0,0,Saturday
2026-01-03,MAT0081,Operacional,0,1,Saturday
2026-01-03,MAT0082,Transporte,0,0,Saturday
2026-01-03,MAT0083,Expedição,0,0,Saturday
2026-01-03,MAT0084,Logística,0,0,Saturday
2026-01-03,MAT0085,Transporte,0,0,Saturday
2026-01-03,MAT0086,Logística,0,0,Saturday
2026-01-03,MAT0087,Transporte,0,0,Saturday
2026-01-03,MAT0088,Expedição,0,1,Saturday
2026-01-03,MAT0089,Expedição,0,0,Saturday
2026-01-03,MAT0090,Operacional,0,0,Saturday
2026-01-03,MAT0091,Expedição,0,0,Saturday
2026-01-03,MAT0092,Operacional,0,0,Saturday
2026-01-03,MAT0093,Logística,105,1,Saturday
2026-01-03,MAT0094,Operacional,0,0,Saturday
2026-01-03,MAT0095,Transporte,180,0,Saturday
2026-01-03,MAT0096,Logística,0,0,Saturday
2026-01-03,MAT0097,Transporte,0,0,Saturday
2026-01-03,MAT0098,Expedição,164,0,Saturday
2026-01-03,MAT0099,Transporte,0,0,Saturday
2026-01-03,MAT0100,Transporte,0,0,Saturday
2026-01-03,MAT0101,Expedição,0,0,Saturday
2026-01-03,MAT0102,Operacional,0,0,Saturday
2026-01-03,MAT0103,Operacional,0,0,Saturday
2026-01-03,MAT0104,Operacional,0,0,Saturday
2026-01-03,MAT0105,Logística,0,1,Saturday
2026-01-03,MAT0106,Expedição,0,0,Saturday
2026-01-03,MAT0107,Operacional,0,0,Saturday
2026-01-03,MAT0108,Transporte,0,1,Saturday
2026-01-03,MAT0109,Transporte,0,0,Saturday
2026-01-03,MAT0110,Expedição,163,1,Saturday
2026-01-03,MAT0111,Expedição,131,1,Saturday
2026-01-03,MAT0112,Operacional,178,1,Saturday
2026-01-03,MAT0113,Operacional,0,0,Saturday
2026-01-03,MAT0114,Transporte,0,0,Saturday
2026-01-03,MAT0115,Operacional,0,0,Saturday
2026-01-03,MAT0116,Expedição,0,0,Saturday
2026-01-03,MAT0117,Logística,0,0,Saturday
2026-01-03,MAT0118,Logística,0,0,Saturday
2026-01-03,MAT0119,Transporte,0,0,Saturday
2026-01-03,MAT0120,Logística,0,0,Saturday
2026-01-03,MAT0121,Transporte,0,0,Saturday
2026-01-03,MAT0122,Expedição,0,0,Saturday
2026-01-03,MAT0123,Operacional,0,0,Saturday
2026-01-03,MAT0124,Operacional,164,1,Saturday
2026-01-03,MAT0125,Logística,0,0,Saturday
2026-01-03,MAT0126,Operacional,141,1,Saturday
2026-01-03,MAT0127,Expedição,0,0,Saturday
2026-01-03,MAT0128,Transporte,0,0,Saturday
2026-01-03,MAT0129,Expedição,0,0,Saturday
2026-01-03,MAT0130,Transporte,0,0,Saturday
2026-01-03,MAT0131,Operacional,107,0,Saturday
2026-01-03,MAT0132,Operacional,0,0,Saturday
2026-01-03,MAT0133,Expedição,0,0,Saturday
2026-01-03,MAT0134,Logística,0,0,Saturday
2026-01-03,MAT0135,Logística,0,0,Saturday
2026-01-03,MAT0136,Logística,0,0,Saturday
2026-01-03,MAT0137,Logística,152,0,Saturday
2026-01-03,MAT0138,Logística,0,0,Saturday
2026-01-03,MAT0139,Logística,0,0,Saturday
2026-01-03,MAT0140,Transporte,0,0,Saturday
2026-01-03,MAT0141,Logística,0,0,Saturday
2026-01-03,MAT0142,Transporte,0,0,Saturday
2026-01-03,MAT0143,Logística,0,0,Saturday
2026-01-03,MAT0144,Transporte,0,0,Saturday
2026-01-03,MAT0145,Expedição,130,1,Saturday
2026-01-03,MAT0146,Operacional,118,1,Saturday
2026-01-03,MAT0147,Logística,0,0,Saturday
2026-01-03,MAT0148,Transporte,0,0,Saturday
2026-01-03,MAT0149,Operacional,0,0,Saturday
2026-01-03,MAT0150,Operacional,112,0,Saturday
2026-01-04,MAT0001,Logística,0,1,Sunday
2026-01-04,MAT0002,Operacional,0,0,Sunday
2026-01-04,MAT0003,Operacional,0,0,Sunday
2026-01-04,MAT0004,Logística,0,0,Sunday
2026-01-04,MAT0005,Transporte,0,0,Sunday
2026-01-04,MAT0006,Transporte,0,0,Sunday
2026-01-04,MAT0007,Logística,144,1,Sunday
2026-01-04,MAT0008,Operacional,141,0,Sunday
2026-01-04,MAT0009,Transporte,0,0,Sunday
2026-01-04,MAT0010,Transporte,115,1,Sunday
2026-01-04,MAT0011,Operacional,0,0,Sunday
2026-01-04,MAT0012,Transporte,0,0,Sunday
2026-01-04,MAT0013,Expedição,0,0,Sunday
2026-01-04,MAT0014,Logística,0,0,Sunday
2026-01-04,MAT0015,Expedição,0,0,Sunday
2026-01-04,MAT0016,Operacional,0,0,Sunday
2026-01-04,MAT0017,Operacional,0,0,Sunday
2026-01-04,MAT0018,Operacional,0,0,Sunday
2026-01-04,MAT0019,Expedição,0,0,Sunday
2026-01-04,MAT0020,Operacional,101,0,Sunday
2026-01-04,MAT0021,Operacional,0,0,Sunday
2026-01-04,MAT0022,Logística,0,0,Sunday
2026-01-04,MAT0023,Logística,0,0,Sunday
2026-01-04,MAT0024,Transporte,0,0,Sunday
2026-01-04,MAT0025,Transporte,0,0,Sunday
2026-01-04,MAT0026,Operacional,0,0,Sunday
2026-01-04,MAT0027,Operacional,0,0,Sunday
2026-01-04,MAT0028,Logística,0,0,Sunday
2026-01-04,MAT0029,Expedição,135,1,Sunday
2026-01-04,MAT0030,Operacional,0,0,Sunday
2026-01-04,MAT0031,Expedição,108,0,Sunday
2026-01-04,MAT0032,Operacional,0,0,Sunday
2026-01-04,MAT0033,Operacional,0,0,Sunday
2026-01-04,MAT0034,Transporte,0,0,Sunday
2026-01-04,MAT0035,Transporte,0,0,Sunday
2026-01-04,MAT0036,Operacional,0,0,Sunday
2026-01-04,MAT0037,Operacional,0,0,Sunday
2026-01-04,MAT0038,Transporte,0,0,Sunday
2026-01-04,MAT0039,Logística,0,0,Sunday
2026-01-04,MAT0040,Operacional,0,0,Sunday
2026-01-04,MAT0041,Expedição,0,0,Sunday
2026-01-04,MAT0042,Operacional,0,0,Sunday
2026-01-04,MAT0043,Expedição,0,0,Sunday
2026-01-04,MAT0044,Expedição,0,1,Sunday
2026-01-04,MAT0045,Operacional,145,1,Sunday
2026-01-04,MAT0046,Expedição,0,0,Sunday
2026-01-04,MAT0047,Logística,0,0,Sunday
2026-01-04,MAT0048,Logística,0,0,Sunday
2026-01-04,MAT0049,Expedição,0,0,Sunday
2026-01-04,MAT0050,Transporte,0,0,Sunday
2026-01-04,MAT0051,Logística,0,0,Sunday
2026-01-04,MAT0052,Transporte,0,0,Sunday
2026-01-04,MAT0053,Operacional,0,0,Sunday
2026-01-04,MAT0054,Transporte,0,0,Sunday
2026-01-04,MAT0055,Expedição,0,0,Sunday
2026-01-04,MAT0056,Transporte,0,0,Sunday
2026-01-04,MAT0057,Transporte,0,0,Sunday
2026-01-04,MAT0058,Logística,0,0,Sunday
2026-01-04,MAT0059,Logística,0,0,Sunday
2026-01-04,MAT0060,Transporte,0,0,Sunday
2026-01-04,MAT0061,Expedição,0,0,Sunday
2026-01-04,MAT0062,Transporte,0,0,Sunday
2026-01-04,MAT0063,Expedição,0,0,Sunday
2026-01-04,MAT0064,Expedição,0,0,Sunday
2026-01-04,MAT0065,Logística,0,0,Sunday
2026-01-04,MAT0066,Logística,0,0,Sunday
2026-01-04,MAT0067,Operacional,0,0,Sunday
2026-01-04,MAT0068,Operacional,0,0,Sunday
2026-01-04,MAT0069,Expedição,0,0,Sunday
2026-01-04,MAT0070,Logística,0,0,Sunday
2026-01-04,MAT0071,Expedição,0,0,Sunday
2026-01-04,MAT0072,Logística,0,0,Sunday
2026-01-04,MAT0073,Operacional,0,0,Sunday
2026-01-04,MAT0074,Operacional,105,0,Sunday
2026-01-04,MAT0075,Expedição,0,0,Sunday
2026-01-04,MAT0076,Expedição,0,0,Sunday
