Data,Matricula,Setor,Violacao_Minutos,Atestado
2026-01-02,MAT0042,Transporte,0,0
2026-01-02,MAT0043,Operacional,0,0
2026-01-02,MAT0044,Transporte,0,0
2026-01-02,MAT0045,Logística,161,0
2026-01-02,MAT0046,Operacional,100,0
2026-01-02,MAT0047,Operacional,0,0
2026-01-02,MAT0048,Operacional,0,0
2026-01-02,MAT0049,Transporte,0,0
2026-01-02,MAT0050,Operacional,0,0
2026-01-02,MAT0051,Logística,0,0
2026-01-02,MAT0052,Logística,0,0
2026-01-02,MAT0053,Operacional,0,0
2026-01-02,MAT0054,Operacional,0,0
2026-01-02,MAT0055,Logística,0,0
2026-01-02,MAT0056,Logística,0,0
2026-01-02,MAT0057,Operacional,0,0
2026-01-02,MAT0058,Logística,0,0
2026-01-02,MAT0059,Logística,129,1
2026-01-02,MAT0060,Logística,0,0
2026-01-02,MAT0061,Logística,0,0
2026-01-02,MAT0062,Transporte,0,0
2026-01-02,MAT0063,Logística,0,0
2026-01-02,MAT0064,Operacional,0,0
2026-01-02,MAT0065,Operacional,0,1
2026-01-02,MAT0066,Logística,135,1
2026-01-02,MAT0067,Operacional,0,0
2026-01-02,MAT0068,Operacional,0,0
2026-01-02,MAT0069,Operacional,0,0
2026-01-02,MAT0070,Logística,0,0
2026-01-02,MAT0071,Operacional,0,0
2026-01-02,MAT0072,Transporte,0,0
2026-01-02,MAT0073,Logística,0,0
2026-01-02,MAT0074,Logística,0,0
2026-01-02,MAT0075,Operacional,0,0
2026-01-02,MAT0076,Transporte,97,0
2026-01-02,MAT0077,Logística,0,1
2026-01-02,MAT0078,Logística,0,0
2026-01-02,MAT0079,Transporte,0,0
2026-01-02,MAT0080,Logística,155,1
2026-01-02,MAT0081,Transporte,0,0
2026-01-02,MAT0082,Operacional,0,0
2026-01-02,MAT0083,Transporte,0,0
2026-01-02,MAT0084,Logística,0,0
2026-01-02,MAT0085,Transporte,0,0
2026-01-02,MAT0086,Logística,0,0
2026-01-02,MAT0087,Operacional,0,0
2026-01-02,MAT0088,Operacional,0,0
2026-01-02,MAT0089,Logística,0,0
2026-01-02,MAT0090,Transporte,0,0
2026-01-02,MAT0091,Operacional,152,1
2026-01-02,MAT0092,Operacional,0,0
2026-01-02,MAT0093,Operacional,0,0
2026-01-02,MAT0094,Logística,0,0
2026-01-02,MAT0095,Logística,0,0
2026-01-02,MAT0096,Operacional,0,0
2026-01-02,MAT0097,Transporte,0,0
2026-01-02,MAT0098,Transporte,0,0
2026-01-02,MAT0099,Logística,0,1
2026-01-02,MAT0100,Transporte,0,0
2026-01-02,MAT0101,Logística,0,0
2026-01-02,MAT0102,Transporte,0,1
2026-01-02,MAT0103,Transporte,0,0
2026-01-02,MAT0104,Operacional,133,0
2026-01-02,MAT0105,Logística,0,0
2026-01-02,MAT0106,Operacional,0,0
2026-01-02,MAT0107,Operacional,0,0
2026-01-02,MAT0108,Transporte,0,0
2026-01-02,MAT0109,Logística,0,0
2026-01-02,MAT0110,Operacional,172,0
2026-01-02,MAT0111,Logística,0,0
2026-01-02,MAT0112,Operacional,0,0
2026-01-02,MAT0113,Operacional,0,0
2026-01-02,MAT0114,Logística,0,0
2026-01-02,MAT0115,Operacional,158,0
2026-01-02,MAT0116,Transporte,0,0
2026-01-02,MAT0117,Transporte,107,0
2026-01-02,MAT0118,Logística,0,0
2026-01-02,MAT0119,Operacional,0,0
2026-01-02,MAT0120,Operacional,0,0
2026-01-02,MAT0121,Logística,0,0
2026-01-02,MAT0122,Logística,0,0
2026-01-02,MAT0123,Operacional,0,0
2026-01-02,MAT0124,Operacional,0,0
2026-01-02,MAT0125,Operacional,0,0
2026-01-02,MAT0126,Transporte,0,0
2026-01-02,MAT0127,Logística,0,0
2026-01-02,MAT0128,Operacional,0,0
2026-01-02,MAT0129,Operacional,0,0
2026-01-02,MAT0130,Transporte,0,0
2026-01-02,MAT0131,Operacional,143,1
2026-01-02,MAT0132,Operacional,0,0
2026-01-02,MAT0133,Transporte,0,0
2026-01-02,MAT0134,Transporte,151,0
2026-01-02,MAT0135,Transporte,0,0
2026-01-02,MAT0136,Transporte,0,0
2026-01-02,MAT0137,Transporte,0,0
2026-01-02,MAT0138,Operacional,0,0
2026-01-02,MAT0139,Transporte,122,0
2026-01-02,MAT0140,Logística,0,0
2026-01-02,MAT0141,Transporte,0,0
2026-01-02,MAT0142,Operacional,0,0
2026-01-02,MAT0143,Transporte,0,0
2026-01-02,MAT0144,Transporte,0,0
2026-01-02,MAT0145,Operacional,0,0
2026-01-02,MAT0146,Operacional,0,0
2026-01-02,MAT0147,Logística,0,1
2026-01-02,MAT0148,Operacional,0,0
2026-01-02,MAT0149,Transporte,0,0
2026-01-02,MAT0150,Operacional,0,0
2026-01-03,MAT0001,Logística,0,0
2026-01-03,MAT0002,Operacional,0,0
2026-01-03,MAT0003,Transporte,0,0
2026-01-03,MAT0004,Operacional,0,0
2026-01-03,MAT0005,Operacional,0,0
2026-01-03,MAT0006,Logística,0,0
2026-01-03,MAT0007,Operacional,0,0
2026-01-03,MAT0008,Operacional,159,1
2026-01-03,MAT0009,Transporte,0,0
2026-01-03,MAT0010,Transporte,0,0
2026-01-03,MAT0011,Logística,0,0
2026-01-03,MAT0012,Operacional,0,0
2026-01-03,MAT0013,Logística,0,0
2026-01-03,MAT0014,Operacional,0,0
2026-01-03,MAT0015,Logística,105,0
2026-01-03,MAT0016,Transporte,129,1
2026-01-03,MAT0017,Operacional,0,1
2026-01-03,MAT0018,Operacional,0,0
2026-01-03,MAT0019,Logística,0,0
2026-01-03,MAT0020,Operacional,0,0
2026-01-03,MAT0021,Logística,0,0
2026-01-03,MAT0022,Transporte,0,0
2026-01-03,MAT0023,Logística,0,0
2026-01-03,MAT0024,Logística,0,0
2026-01-03,MAT0025,Transporte,0,0
2026-01-03,MAT0026,Logística,0,0
2026-01-03,MAT0027,Logística,0,0
2026-01-03,MAT0028,Transporte,123,1
2026-01-03,MAT0029,Operacional,0,0
2026-01-03,MAT0030,Transporte,0,0
2026-01-03,MAT0031,Transporte,0,0
2026-01-03,MAT0032,Logística,0,0
2026-01-03,MAT0033,Logística,0,1
2026-01-03,MAT0034,Transporte,0,0
2026-01-03,MAT0035,Transporte,0,0
2026-01-03,MAT0036,Operacional,0,0
2026-01-03,MAT0037,Operacional,97,0
2026-01-03,MAT0038,Logística,0,0
2026-01-03,MAT0039,Operacional,0,0
2026-01-03,MAT0040,Transporte,0,0
2026-01-03,MAT0041,Logística,138,1
2026-01-03,MAT0042,Transporte,0,0
2026-01-03,MAT0043,Operacional,0,0
2026-01-03,MAT0044,Transporte,0,0
2026-01-03,MAT0045,Logística,0,0
2026-01-03,MAT0046,Operacional,178,1
2026-01-03,MAT0047,Operacional,0,0
2026-01-03,MAT0048,Operacional,143,1
2026-01-03,MAT0049,Transporte,0,1
2026-01-03,MAT0050,Operacional,0,0
2026-01-03,MAT0051,Logística,0,0
2026-01-03,MAT0052,Logística,121,1
2026-01-03,MAT0053,Operacional,0,0
2026-01-03,MAT0054,Operacional,0,0
2026-01-03,MAT0055,Logística,161,1
2026-01-03,MAT0056,Logística,0,0
2026-01-03,MAT0057,Operacional,127,0
2026-01-03,MAT0058,Logística,0,0
2026-01-03,MAT0059,Logística,0,0
2026-01-03,MAT0060,Logística,0,0
2026-01-03,MAT0061,Logística,0,0
2026-01-03,MAT0062,Transporte,0,0
2026-01-03,MAT0063,Logística,0,0
2026-01-03,MAT0064,Operacional,0,0
2026-01-03,MAT0065,Operacional,0,0
2026-01-03,MAT0066,Logística,0,0
2026-01-03,MAT0067,Operacional,0,0
2026-01-03,MAT0068,Operacional,0,0
2026-01-03,MAT0069,Operacional,0,0
2026-01-03,MAT0070,Logística,0,0
2026-01-03,MAT0071,Operacional,0,0
2026-01-03,MAT0072,Transporte,0,0
2026-01-03,MAT0073,Logística,0,0
2026-01-03,MAT0074,Logística,0,0
2026-01-03,MAT0075,Operacional,0,0
2026-01-03,MAT0076,Transporte,112,0
2026-01-03,MAT0077,Logística,0,0
2026-01-03,MAT0078,Logística,0,0
2026-01-03,MAT0079,Transporte,0,0
2026-01-03,MAT0080,Logística,0,0
2026-01-03,MAT0081,Transporte,0,0
2026-01-03,MAT0082,Operacional,0,0
2026-01-03,MAT0083,Transporte,0,0
2026-01-03,MAT0084,Logística,0,0
2026-01-03,MAT0085,Transporte,0,0
2026-01-03,MAT0086,Logística,0,1
2026-01-03,MAT0087,Operacional,0,0
2026-01-03,MAT0088,Operacional,0,0
2026-01-03,MAT0089,Logística,0,0
2026-01-03,MAT0090,Transporte,0,0
2026-01-03,MAT0091,Operacional,0,0
2026-01-03,MAT0092,Operacional,0,0
2026-01-03,MAT0093,Operacional,0,1
2026-01-03,MAT0094,Logística,0,0
2026-01-03,MAT0095,Logística,0,0
2026-01-03,MAT0096,Operacional,0,0
2026-01-03,MAT0097,Transporte,0,0
2026-01-03,MAT0098,Transporte,0,0
2026-01-03,MAT0099,Logística,0,0
2026-01-03,MAT0100,Transporte,0,0
2026-01-03,MAT0101,Logística,0,0
2026-01-03,MAT0102,Transporte,0,0
2026-01-03,MAT0103,Transporte,111,0
2026-01-03,MAT0104,Operacional,0,0
2026-01-03,MAT0105,Logística,0,0
2026-01-03,MAT0106,Operacional,0,0
2026-01-03,MAT0107,Operacional,0,0
2026-01-03,MAT0108,Transporte,0,0
2026-01-03,MAT0109,Logística,0,0
2026-01-03,MAT0110,Operacional,0,1
2026-01-03,MAT0111,Logística,0,0
2026-01-03,MAT0112,Operacional,172,1
2026-01-03,MAT0113,Operacional,0,0
2026-01-03,MAT0114,Logística,0,0
2026-01-03,MAT0115,Operacional,123,1
2026-01-03,MAT0116,Transporte,0,0
2026-01-03,MAT0117,Transporte,150,1
2026-01-03,MAT0118,Logística,0,0
2026-01-03,MAT0119,Operacional,0,0
2026-01-03,MAT0120,Operacional,0,0
2026-01-03,MAT0121,Logística,0,0
2026-01-03,MAT0122,Logística,0,0
2026-01-03,MAT0123,Operacional,106,0
2026-01-03,MAT0124,Operacional,0,0
2026-01-03,MAT0125,Operacional,0,0
2026-01-03,MAT0126,Transporte,0,0
2026-01-03,MAT0127,Logística,0,0
2026-01-03,MAT0128,Operacional,0,0
2026-01-03,MAT0129,Operacional,0,0
2026-01-03,MAT0130,Transporte,0,0
2026-01-03,MAT0131,Operacional,0,0
2026-01-03,MAT0132,Operacional,0,0
2026-01-03,MAT0133,Transporte,0,0
2026-01-03,MAT0134,Transporte,0,0
2026-01-03,MAT0135,Transporte,0,0
2026-01-03,MAT0136,Transporte,0,0
2026-01-03,MAT0137,Transporte,0,0
2026-01-03,MAT0138,Operacional,0,0
2026-01-03,MAT0139,Transporte,97,1
2026-01-03,MAT0140,Logística,0,0
2026-01-03,MAT0141,Transporte,0,0
2026-01-03,MAT0142,Operacional,0,0
2026-01-03,MAT0143,Transporte,0,1
2026-01-03,MAT0144,Transporte,0,0
2026-01-03,MAT0145,Operacional,0,0
2026-01-03,MAT0146,Operacional,0,0
2026-01-03,MAT0147,Logística,0,0
2026-01-03,MAT0148,Operacional,0,0
2026-01-03,MAT0149,Transporte,0,0
2026-01-03,MAT0150,Operacional,0,0
2026-01-04,MAT0001,Logística,0,0
2026-01-04,MAT0002,Operacional,0,0
2026-01-04,MAT0003,Transporte,0,0
2026-01-04,MAT0004,Operacional,0,0
2026-01-04,MAT0005,Operacional,0,0
2026-01-04,MAT0006,Logística,177,0
2026-01-04,MAT0007,Operacional,0,0
2026-01-04,MAT0008,Operacional,0,0
2026-01-04,MAT0009,Transporte,0,1
2026-01-04,MAT0010,Transporte,0,0
2026-01-04,MAT0011,Logística,0,0
2026-01-04,MAT0012,Operacional,102,0
2026-01-04,MAT0013,Logística,0,0
2026-01-04,MAT0014,Operacional,0,0
2026-01-04,MAT0015,Logística,0,0
2026-01-04,MAT0016,Transporte,0,0
2026-01-04,MAT0017,Operacional,0,0
2026-01-04,MAT0018,Operacional,90,0
2026-01-04,MAT0019,Logística,0,0
2026-01-04,MAT0020,Operacional,0,0
2026-01-04,MAT0021,Logística,0,0
2026-01-04,MAT0022,Transporte,139,1
2026-01-04,MAT0023,Logística,0,0
2026-01-04,MAT0024,Logística,0,1
2026-01-04,MAT0025,Transporte,0,0
2026-01-04,MAT0026,Logística,0,0
2026-01-04,MAT0027,Logística,0,0
2026-01-04,MAT0028,Transporte,134,1
2026-01-04,MAT0029,Operacional,0,0
2026-01-04,MAT0030,Transporte,0,0
2026-01-04,MAT0031,Transporte,111,0
2026-01-04,MAT0032,Logística,0,0
2026-01-04,MAT0033,Logística,0,0
2026-01-04,MAT0034,Transporte,0,0
2026-01-04,MAT0035,Transporte,0,0
2026-01-04,MAT0036,Operacional,0,1
2026-01-04,MAT0037,Operacional,0,0
2026-01-04,MAT0038,Logística,0,0
2026-01-04,MAT0039,Operacional,131,0
2026-01-04,MAT0040,Transporte,0,0
2026-01-04,MAT0041,Logística,0,0
2026-01-04,MAT0042,Transporte,0,0
2026-01-04,MAT0043,Operacional,0,0
2026-01-04,MAT0044,Transporte,0,0
2026-01-04,MAT0045,Logística,0,0
2026-01-04,MAT0046,Operacional,0,0
2026-01-04,MAT0047,Operacional,0,0
2026-01-04,MAT0048,Operacional,172,0
2026-01-04,MAT0049,Transporte,0,1
2026-01-04,MAT0050,Operacional,0,0
2026-01-04,MAT0051,Logística,168,0
2026-01-04,MAT0052,Logística,0,0
2026-01-04,MAT0053,Operacional,0,1
2026-01-04,MAT0054,Operacional,0,0
2026-01-04,MAT0055,Logística,135,1
2026-01-04,MAT0056,Logística,0,0
2026-01-04,MAT0057,Operacional,0,0
2026-01-04,MAT0058,Logística,0,0
2026-01-04,MAT0059,Logística,0,0
2026-01-04,MAT0060,Logística,0,0
2026-01-04,MAT0061,Logística,172,1
2026-01-04,MAT0062,Transporte,0,0
2026-01-04,MAT0063,Logística,0,0
2026-01-04,MAT0064,Operacional,0,0
2026-01-04,MAT0065,Operacional,0,0
2026-01-04,MAT0066,Logística,0,1
2026-01-04,MAT0067,Operacional,0,0
2026-01-04,MAT0068,Operacional,0,0
2026-01-04,MAT0069,Operacional,0,0
2026-01-04,MAT0070,Logística,0,0
2026-01-04,MAT0071,Operacional,0,0
2026-01-04,MAT0072,Transporte,0,0
2026-01-04,MAT0073,Logística,0,1
2026-01-04,MAT0074,Logística,0,0
2026-01-04,MAT0075,Operacional,151,1
2026-01-04,MAT0076,Transporte,0,0
2026-01-04,MAT0077,Logística,0,0
2026-01-04,MAT0078,Logística,0,0
2026-01-04,MAT0079,Transporte,0,0
2026-01-04,MAT0080,Logística,0,0
2026-01-04,MAT0081,Transporte,97,0
2026-01-04,MAT0082,Operacional,140,1
2026-01-04,MAT0083,Transporte,0,1
2026-01-04,MAT0084,Logística,0,0
2026-01-04,MAT0085,Transporte,0,0
2026-01-04,MAT0086,Logística,0,0
2026-01-04,MAT0087,Operacional,0,0
2026-01-04,MAT0088,Operacional,0,1
2026-01-04,MAT0089,Logística,0,0
2026-01-04,MAT0090,Transporte,0,0
2026-01-04,MAT0091,Operacional,0,0
2026-01-04,MAT0092,Operacional,0,0
2026-01-04,MAT0093,Operacional,133,1
2026-01-04,MAT0094,Logística,0,0
2026-01-04,MAT0095,Logística,0,0
2026-01-04,MAT0096,Operacional,0,1
2026-01-04,MAT0097,Transporte,0,0
2026-01-04,MAT0098,Transporte,0,0
2026-01-04,MAT0099,Logística,0,0
2026-01-04,MAT0100,Transporte,0,0
2026-01-04,MAT0101,Logística,0,0
2026-01-04,MAT0102,Transporte,0,1
2026-01-04,MAT0103,Transporte,106,0
2026-01-04,MAT0104,Operacional,0,0
2026-01-04,MAT0105,Logística,0,0
2026-01-04,MAT0106,Operacional,0,0
2026-01-04,MAT0107,Operacional,0,0
2026-01-04,MAT0108,Transporte,0,0
2026-01-04,MAT0109,Logística,0,0
2026-01-04,MAT0110,Operacional,0,0
2026-01-04,MAT0111,Logística,175,1
2026-01-04,MAT0112,Operacional,171,1
2026-01-04,MAT0113,Operacional,0,0
2026-01-04,MAT0114,Logística,0,0
2026-01-04,MAT0115,Operacional,0,0
2026-01-04,MAT0116,Transporte,139,0
2026-01-04,MAT0117,Transporte,126,0
2026-01-04,MAT0118,Logística,0,0
2026-01-04,MAT0119,Operacional,0,0
2026-01-04,MAT0120,Operacional,0,0
2026-01-04,MAT0121,Logística,0,0
2026-01-04,MAT0122,Logística,0,0
2026-01-04,MAT0123,Operacional,145,1
2026-01-04,MAT0124,Operacional,0,1
2026-01-04,MAT0125,Operacional,123,0
2026-01-04,MAT0126,Transporte,0,0
2026-01-04,MAT0127,Logística,0,0
2026-01-04,MAT0128,Operacional,0,0
2026-01-04,MAT0129,Operacional,0,0
2026-01-04,MAT0130,Transporte,0,0
2026-01-04,MAT0131,Operacional,0,0
2026-01-04,MAT0132,Operacional,0,0
2026-01-04,MAT0133,Transporte,0,0
2026-01-04,MAT0134,Transporte,0,0
2026-01-04,MAT0135,Transporte,0,0
2026-01-04,MAT0136,Transporte,0,1
2026-01-04,MAT0137,Transporte,0,0
2026-01-04,MAT0138,Operacional,175,1
2026-01-04,MAT0139,Transporte,107,1
2026-01-04,MAT0140,Logística,0,0
2026-01-04,MAT0141,Transporte,0,0
2026-01-04,MAT0142,Operacional,125,1
2026-01-04,MAT0143,Transporte,0,0
2026-01-04,MAT0144,Transporte,0,0
2026-01-04,MAT0145,Operacional,0,0
2026-01-04,MAT0146,Operacional,0,0
2026-01-04,MAT0147,Logística,0,0
2026-01-04,MAT0148,Operacional,0,0
2026-01-04,MAT0149,Transporte,0,0
2026-01-04,MAT0150,Operacional,0,0
2026-01-05,MAT0001,Logística,0,0
2026-01-05,MAT0002,Operacional,0,0
2026-01-05,MAT0003,Transporte,0,0
2026-01-05,MAT0004,Operacional,0,0
2026-01-05,MAT0005,Operacional,0,0
2026-01-05,MAT0006,Logística,96,0
2026-01-05,MAT0007,Operacional,0,0
2026-01-05,MAT0008,Operacional,0,0
2026-01-05,MAT0009,Transporte,0,0
2026-01-05,MAT0010,Transporte,0,0
2026-01-05,MAT0011,Logística,0,0
2026-01-05,MAT0012,Operacional,0,0
2026-01-05,MAT0013,Logística,0,0
2026-01-05,MAT0014,Operacional,0,0
2026-01-05,MAT0015,Logística,0,0
2026-01-05,MAT0016,Transporte,0,0
2026-01-05,MAT0017,Operacional,0,0
2026-01-05,MAT0018,Operacional,150,0
2026-01-05,MAT0019,Logística,0,0
2026-01-05,MAT0020,Operacional,0,0
2026-01-05,MAT0021,Logística,0,0
2026-01-05,MAT0022,Transporte,112,0
2026-01-05,MAT0023,Logística,0,0
2026-01-05,MAT0024,Logística,0,0
2026-01-05,MAT0025,Transporte,0,0
2026-01-05,MAT0026,Logística,0,0
2026-01-05,MAT0027,Logística,0,0
2026-01-05,MAT0028,Transporte,135,1
2026-01-05,MAT0029,Operacional,0,0
2026-01-05,MAT0030,Transporte,0,0
2026-01-05,MAT0031,Transporte,0,0
2026-01-05,MAT0032,Logística,0,0
2026-01-05,MAT0033,Logística,149,1
2026-01-05,MAT0034,Transporte,0,0
2026-01-05,MAT0035,Transporte,91,1
2026-01-05,MAT0036,Operacional,0,0
2026-01-05,MAT0037,Operacional,0,0
2026-01-05,MAT0038,Logística,168,1
2026-01-05,MAT0039,Operacional,0,0
2026-01-05,MAT0040,Transporte,0,0
2026-01-05,MAT0041,Logística,0,0
2026-01-05,MAT0042,Transporte,0,0
2026-01-05,MAT0043,Operacional,0,0
