Data,Matricula,Setor,Violacao_Minutos,Atestado
2026-01-02,MAT0063,Administrativo,0,0
2026-01-02,MAT0064,Operacional,0,0
2026-01-02,MAT0065,Transporte,112,0
2026-01-02,MAT0066,Administrativo,0,0
2026-01-02,MAT0067,Administrativo,0,0
2026-01-02,MAT0068,Logística,0,0
2026-01-02,MAT0069,Transporte,0,0
2026-01-02,MAT0070,Administrativo,0,0
2026-01-02,MAT0071,Administrativo,0,0
2026-01-02,MAT0072,Administrativo,0,0
2026-01-02,MAT0073,Operacional,0,0
2026-01-02,MAT0074,Administrativo,0,0
2026-01-02,MAT0075,Transporte,0,0
2026-01-02,MAT0076,Logística,0,0
2026-01-02,MAT0077,Logística,0,0
2026-01-02,MAT0078,Administrativo,97,1
2026-01-02,MAT0079,Administrativo,0,0
2026-01-02,MAT0080,Administrativo,0,0
2026-01-02,MAT0081,Logística,0,0
2026-01-02,MAT0082,Operacional,0,0
2026-01-02,MAT0083,Transporte,0,0
2026-01-02,MAT0084,Operacional,0,0
2026-01-02,MAT0085,Administrativo,0,0
2026-01-02,MAT0086,Logística,46,0
2026-01-02,MAT0087,Operacional,0,0
2026-01-02,MAT0088,Operacional,0,0
2026-01-02,MAT0089,Transporte,0,0
2026-01-02,MAT0090,Operacional,51,1
2026-01-02,MAT0091,Transporte,0,0
2026-01-02,MAT0092,Transporte,0,0
2026-01-02,MAT0093,Transporte,0,0
2026-01-02,MAT0094,Transporte,0,0
2026-01-02,MAT0095,Transporte,0,0
2026-01-02,MAT0096,Administrativo,108,0
2026-01-02,MAT0097,Operacional,73,0
2026-01-02,MAT0098,Transporte,0,0
2026-01-02,MAT0099,Logística,0,0
2026-01-02,MAT0100,Administrativo,0,0
2026-01-02,MAT0101,Administrativo,0,0
2026-01-02,MAT0102,Logística,0,0
2026-01-02,MAT0103,Operacional,0,0
2026-01-02,MAT0104,Operacional,0,0
2026-01-02,MAT0105,Operacional,0,0
2026-01-02,MAT0106,Logística,134,0
2026-01-02,MAT0107,Logística,0,0
2026-01-02,MAT0108,Administrativo,0,0
2026-01-02,MAT0109,Operacional,134,0
2026-01-02,MAT0110,Transporte,0,0
2026-01-02,MAT0111,Operacional,0,0
2026-01-02,MAT0112,Administrativo,0,0
2026-01-02,MAT0113,Transporte,0,1
2026-01-02,MAT0114,Administrativo,0,0
2026-01-02,MAT0115,Logística,0,0
2026-01-02,MAT0116,Operacional,0,0
2026-01-02,MAT0117,Operacional,0,0
2026-01-02,MAT0118,Operacional,0,0
2026-01-02,MAT0119,Administrativo,0,0
2026-01-02,MAT0120,Administrativo,0,0
2026-01-02,MAT0121,Administrativo,0,0
2026-01-02,MAT0122,Operacional,110,0
2026-01-02,MAT0123,Transporte,0,0
2026-01-02,MAT0124,Administrativo,0,0
2026-01-02,MAT0125,Logística,0,0
2026-01-02,MAT0126,Administrativo,42,0
2026-01-02,MAT0127,Operacional,0,0
2026-01-02,MAT0128,Operacional,0,0
2026-01-02,MAT0129,Transporte,0,0
2026-01-02,MAT0130,Administrativo,0,0
2026-01-02,MAT0131,Transporte,0,0
2026-01-02,MAT0132,Operacional,96,1
2026-01-02,MAT0133,Administrativo,0,0
2026-01-02,MAT0134,Operacional,0,0
2026-01-02,MAT0135,Transporte,0,0
2026-01-02,MAT0136,Logística,0,0
2026-01-02,MAT0137,Administrativo,0,0
2026-01-02,MAT0138,Administrativo,0,0
2026-01-02,MAT0139,Administrativo,0,0
2026-01-02,MAT0140,Operacional,0,0
2026-01-02,MAT0141,Operacional,0,0
2026-01-02,MAT0142,Logística,0,0
2026-01-02,MAT0143,Operacional,0,0
2026-01-02,MAT0144,Operacional,0,0
2026-01-02,MAT0145,Logística,0,0
2026-01-02,MAT0146,Operacional,0,0
2026-01-02,MAT0147,Operacional,0,0
2026-01-02,MAT0148,Logística,0,0
2026-01-02,MAT0149,Operacional,0,0
2026-01-02,MAT0150,Administrativo,0,0
2026-01-03,MAT0001,Transporte,0,0
2026-01-03,MAT0002,Logística,0,0
2026-01-03,MAT0003,Operacional,0,0
2026-01-03,MAT0004,Administrativo,0,0
2026-01-03,MAT0005,Administrativo,0,0
2026-01-03,MAT0006,Transporte,0,0
2026-01-03,MAT0007,Administrativo,0,0
2026-01-03,MAT0008,Logística,0,0
2026-01-03,MAT0009,Logística,0,1
2026-01-03,MAT0010,Administrativo,0,0
2026-01-03,MAT0011,Operacional,0,0
2026-01-03,MAT0012,Transporte,0,0
2026-01-03,MAT0013,Administrativo,0,0
2026-01-03,MAT0014,Transporte,0,0
2026-01-03,MAT0015,Administrativo,0,0
2026-01-03,MAT0016,Administrativo,0,0
2026-01-03,MAT0017,Transporte,0,0
2026-01-03,MAT0018,Transporte,0,0
2026-01-03,MAT0019,Administrativo,0,0
2026-01-03,MAT0020,Administrativo,0,0
2026-01-03,MAT0021,Transporte,0,0
2026-01-03,MAT0022,Logística,0,0
2026-01-03,MAT0023,Administrativo,0,0
2026-01-03,MAT0024,Transporte,0,0
2026-01-03,MAT0025,Administrativo,0,0
2026-01-03,MAT0026,Operacional,0,0
2026-01-03,MAT0027,Operacional,0,0
2026-01-03,MAT0028,Operacional,0,0
2026-01-03,MAT0029,Administrativo,0,0
2026-01-03,MAT0030,Administrativo,0,0
2026-01-03,MAT0031,Administrativo,0,0
2026-01-03,MAT0032,Logística,0,0
2026-01-03,MAT0033,Transporte,0,0
2026-01-03,MAT0034,Administrativo,0,0
2026-01-03,MAT0035,Operacional,0,0
2026-01-03,MAT0036,Operacional,0,0
2026-01-03,MAT0037,Operacional,0,0
2026-01-03,MAT0038,Logística,0,0
2026-01-03,MAT0039,Transporte,0,0
2026-01-03,MAT0040,Administrativo,0,0
2026-01-03,MAT0041,Logística,0,0
2026-01-03,MAT0042,Logística,0,0
2026-01-03,MAT0043,Administrativo,0,0
2026-01-03,MAT0044,Transporte,0,0
2026-01-03,MAT0045,Logística,0,0
2026-01-03,MAT0046,Operacional,0,1
2026-01-03,MAT0047,Logística,0,0
2026-01-03,MAT0048,Operacional,0,0
2026-01-03,MAT0049,Administrativo,0,0
2026-01-03,MAT0050,Logística,0,0
2026-01-03,MAT0051,Logística,84,0
2026-01-03,MAT0052,Administrativo,0,0
2026-01-03,MAT0053,Logística,0,0
2026-01-03,MAT0054,Transporte,0,0
2026-01-03,MAT0055,Operacional,0,0
2026-01-03,MAT0056,Administrativo,0,0
2026-01-03,MAT0057,Administrativo,0,0
2026-01-03,MAT0058,Administrativo,0,0
2026-01-03,MAT0059,Logística,0,0
2026-01-03,MAT0060,Administrativo,0,0
2026-01-03,MAT0061,Logística,0,0
2026-01-03,MAT0062,Transporte,0,0
2026-01-03,MAT0063,Administrativo,0,0
2026-01-03,MAT0064,Operacional,0,0
2026-01-03,MAT0065,Transporte,0,0
2026-01-03,MAT0066,Administrativo,0,0
2026-01-03,MAT0067,Administrativo,0,0
2026-01-03,MAT0068,Logística,0,0
2026-01-03,MAT0069,Transporte,0,0
2026-01-03,MAT0070,Administrativo,0,0
2026-01-03,MAT0071,Administrativo,0,0
2026-01-03,MAT0072,Administrativo,0,0
2026-01-03,MAT0073,Operacional,0,0
2026-01-03,MAT0074,Administrativo,0,0
2026-01-03,MAT0075,Transporte,0,0
2026-01-03,MAT0076,Logística,0,0
2026-01-03,MAT0077,Logística,0,0
2026-01-03,MAT0078,Administrativo,100,0
2026-01-03,MAT0079,Administrativo,0,0
2026-01-03,MAT0080,Administrativo,0,0
2026-01-03,MAT0081,Logística,0,0
2026-01-03,MAT0082,Operacional,0,0
2026-01-03,MAT0083,Transporte,0,0
2026-01-03,MAT0084,Operacional,0,0
2026-01-03,MAT0085,Administrativo,0,0
2026-01-03,MAT0086,Logística,0,0
2026-01-03,MAT0087,Operacional,0,0
2026-01-03,MAT0088,Operacional,0,0
2026-01-03,MAT0089,Transporte,0,0
2026-01-03,MAT0090,Operacional,0,0
2026-01-03,MAT0091,Transporte,0,0
2026-01-03,MAT0092,Transporte,0,0
2026-01-03,MAT0093,Transporte,0,0
2026-01-03,MAT0094,Transporte,0,0
2026-01-03,MAT0095,Transporte,0,0
2026-01-03,MAT0096,Administrativo,0,0
2026-01-03,MAT0097,Operacional,0,0
2026-01-03,MAT0098,Transporte,0,0
2026-01-03,MAT0099,Logística,0,0
2026-01-03,MAT0100,Administrativo,0,0
2026-01-03,MAT0101,Administrativo,0,0
2026-01-03,MAT0102,Logística,0,0
2026-01-03,MAT0103,Operacional,0,0
2026-01-03,MAT0104,Operacional,0,0
2026-01-03,MAT0105,Operacional,0,0
2026-01-03,MAT0106,Logística,0,0
2026-01-03,MAT0107,Logística,0,0
2026-01-03,MAT0108,Administrativo,0,0
2026-01-03,MAT0109,Operacional,0,0
2026-01-03,MAT0110,Transporte,0,0
2026-01-03,MAT0111,Operacional,0,0
2026-01-03,MAT0112,Administrativo,0,0
2026-01-03,MAT0113,Transporte,0,0
2026-01-03,MAT0114,Administrativo,0,0
2026-01-03,MAT0115,Logística,0,0
2026-01-03,MAT0116,Operacional,0,0
2026-01-03,MAT0117,Operacional,0,0
2026-01-03,MAT0118,Operacional,0,0
2026-01-03,MAT0119,Administrativo,124,0
2026-01-03,MAT0120,Administrativo,0,1
2026-01-03,MAT0121,Administrativo,0,0
2026-01-03,MAT0122,Operacional,0,0
2026-01-03,MAT0123,Transporte,0,0
2026-01-03,MAT0124,Administrativo,0,0
2026-01-03,MAT0125,Logística,0,0
2026-01-03,MAT0126,Administrativo,0,0
2026-01-03,MAT0127,Operacional,0,0
2026-01-03,MAT0128,Operacional,0,0
2026-01-03,MAT0129,Transporte,0,0
2026-01-03,MAT0130,Administrativo,0,0
2026-01-03,MAT0131,Transporte,0,0
2026-01-03,MAT0132,Operacional,0,0
2026-01-03,MAT0133,Administrativo,0,0
2026-01-03,MAT0134,Operacional,0,0
2026-01-03,MAT0135,Transporte,0,0
2026-01-03,MAT0136,Logística,0,0
2026-01-03,MAT0137,Administrativo,0,0
2026-01-03,MAT0138,Administrativo,0,0
2026-01-03,MAT0139,Administrativo,0,0
2026-01-03,MAT0140,Operacional,0,0
2026-01-03,MAT0141,Operacional,0,0
2026-01-03,MAT0142,Logística,0,0
2026-01-03,MAT0143,Operacional,0,0
2026-01-03,MAT0144,Operacional,0,0
2026-01-03,MAT0145,Logística,0,0
2026-01-03,MAT0146,Operacional,0,0
2026-01-03,MAT0147,Operacional,0,0
2026-01-03,MAT0148,Logística,0,0
2026-01-03,MAT0149,Operacional,0,0
2026-01-03,MAT0150,Administrativo,0,0
2026-01-04,MAT0001,Transporte,0,0
2026-01-04,MAT0002,Logística,0,0
2026-01-04,MAT0003,Operacional,0,0
2026-01-04,MAT0004,Administrativo,0,0
2026-01-04,MAT0005,Administrativo,0,0
2026-01-04,MAT0006,Transporte,0,0
2026-01-04,MAT0007,Administrativo,0,0
2026-01-04,MAT0008,Logística,0,0
2026-01-04,MAT0009,Logística,0,0
2026-01-04,MAT0010,Administrativo,0,0
2026-01-04,MAT0011,Operacional,0,0
2026-01-04,MAT0012,Transporte,0,0
2026-01-04,MAT0013,Administrativo,0,0
2026-01-04,MAT0014,Transporte,0,0
2026-01-04,MAT0015,Administrativo,0,0
2026-01-04,MAT0016,Administrativo,0,0
2026-01-04,MAT0017,Transporte,0,0
2026-01-04,MAT0018,Transporte,105,1
2026-01-04,MAT0019,Administrativo,0,0
2026-01-04,MAT0020,Administrativo,0,0
2026-01-04,MAT0021,Transporte,0,0
2026-01-04,MAT0022,Logística,0,0
2026-01-04,MAT0023,Administrativo,0,0
2026-01-04,MAT0024,Transporte,0,0
2026-01-04,MAT0025,Administrativo,0,0
2026-01-04,MAT0026,Operacional,0,0
2026-01-04,MAT0027,Operacional,0,0
2026-01-04,MAT0028,Operacional,0,0
2026-01-04,MAT0029,Administrativo,0,0
2026-01-04,MAT0030,Administrativo,0,0
2026-01-04,MAT0031,Administrativo,0,0
2026-01-04,MAT0032,Logística,0,0
2026-01-04,MAT0033,Transporte,0,1
2026-01-04,MAT0034,Administrativo,0,0
2026-01-04,MAT0035,Operacional,0,0
2026-01-04,MAT0036,Operacional,0,0
2026-01-04,MAT0037,Operacional,0,0
2026-01-04,MAT0038,Logística,0,1
2026-01-04,MAT0039,Transporte,0,0
2026-01-04,MAT0040,Administrativo,0,0
2026-01-04,MAT0041,Logística,0,0
2026-01-04,MAT0042,Logística,0,0
2026-01-04,MAT0043,Administrativo,0,0
2026-01-04,MAT0044,Transporte,0,0
2026-01-04,MAT0045,Logística,0,0
2026-01-04,MAT0046,Operacional,0,0
2026-01-04,MAT0047,Logística,0,0
2026-01-04,MAT0048,Operacional,0,0
2026-01-04,MAT0049,Administrativo,0,0
2026-01-04,MAT0050,Logística,0,0
2026-01-04,MAT0051,Logística,0,0
2026-01-04,MAT0052,Administrativo,0,0
2026-01-04,MAT0053,Logística,0,0
2026-01-04,MAT0054,Transporte,0,0
2026-01-04,MAT0055,Operacional,0,0
2026-01-04,MAT0056,Administrativo,0,0
2026-01-04,MAT0057,Administrativo,0,0
2026-01-04,MAT0058,Administrativo,0,0
2026-01-04,MAT0059,Logística,0,0
2026-01-04,MAT0060,Administrativo,0,0
2026-01-04,MAT0061,Logística,0,0
2026-01-04,MAT0062,Transporte,0,0
2026-01-04,MAT0063,Administrativo,0,0
2026-01-04,MAT0064,Operacional,0,0
2026-01-04,MAT0065,Transporte,0,0
2026-01-04,MAT0066,Administrativo,0,0
2026-01-04,MAT0067,Administrativo,0,0
2026-01-04,MAT0068,Logística,0,0
2026-01-04,MAT0069,Transporte,0,0
2026-01-04,MAT0070,Administrativo,0,0
2026-01-04,MAT0071,Administrativo,0,0
2026-01-04,MAT0072,Administrativo,0,0
2026-01-04,MAT0073,Operacional,0,0
2026-01-04,MAT0074,Administrativo,0,0
2026-01-04,MAT0075,Transporte,0,0
2026-01-04,MAT0076,Logística,0,0
2026-01-04,MAT0077,Logística,0,0
2026-01-04,MAT0078,Administrativo,0,0
2026-01-04,MAT0079,Administrativo,0,0
2026-01-04,MAT0080,Administrativo,0,0
2026-01-04,MAT0081,Logística,0,0
2026-01-04,MAT0082,Operacional,109,1
2026-01-04,MAT0083,Transporte,0,0
2026-01-04,MAT0084,Operacional,0,0
2026-01-04,MAT0085,Administrativo,0,0
2026-01-04,MAT0086,Logística,0,0
2026-01-04,MAT0087,Operacional,0,0
2026-01-04,MAT0088,Operacional,0,0
2026-01-04,MAT0089,Transporte,0,0
2026-01-04,MAT0090,Operacional,0,0
2026-01-04,MAT0091,Transporte,0,0
2026-01-04,MAT0092,Transporte,0,0
2026-01-04,MAT0093,Transporte,0,0
2026-01-04,MAT0094,Transporte,0,0
2026-01-04,MAT0095,Transporte,0,0
2026-01-04,MAT0096,Administrativo,0,0
2026-01-04,MAT0097,Operacional,148,0
2026-01-04,MAT0098,Transporte,0,0
2026-01-04,MAT0099,Logística,0,0
2026-01-04,MAT0100,Administrativo,0,0
2026-01-04,MAT0101,Administrativo,0,0
2026-01-04,MAT0102,Logística,0,0
2026-01-04,MAT0103,Operacional,0,0
2026-01-04,MAT0104,Operacional,0,0
2026-01-04,MAT0105,Operacional,0,0
2026-01-04,MAT0106,Logística,0,0
2026-01-04,MAT0107,Logística,0,0
2026-01-04,MAT0108,Administrativo,0,0
2026-01-04,MAT0109,Operacional,0,0
2026-01-04,MAT0110,Transporte,0,0
2026-01-04,MAT0111,Operacional,0,0
2026-01-04,MAT0112,Administrativo,0,0
2026-01-04,MAT0113,Transporte,0,0
2026-01-04,MAT0114,Administrativo,0,0
2026-01-04,MAT0115,Logística,0,0
2026-01-04,MAT0116,Operacional,0,0
2026-01-04,MAT0117,Operacional,0,0
2026-01-04,MAT0118,Operacional,0,0
2026-01-04,MAT0119,Administrativo,0,0
2026-01-04,MAT0120,Administrativo,0,0
2026-01-04,MAT0121,Administrativo,0,0
2026-01-04,MAT0122,Operacional,0,0
2026-01-04,MAT0123,Transporte,0,0
2026-01-04,MAT0124,Administrativo,0,0
2026-01-04,MAT0125,Logística,0,0
2026-01-04,MAT0126,Administrativo,0,0
2026-01-04,MAT0127,Operacional,0,0
2026-01-04,MAT0128,Operacional,0,0
2026-01-04,MAT0129,Transporte,0,0
2026-01-04,MAT0130,Administrativo,0,0
2026-01-04,MAT0131,Transporte,0,0
2026-01-04,MAT0132,Operacional,0,0
2026-01-04,MAT0133,Administrativo,0,0
2026-01-04,MAT0134,Operacional,0,0
2026-01-04,MAT0135,Transporte,0,0
2026-01-04,MAT0136,Logística,0,0
2026-01-04,MAT0137,Administrativo,0,0
2026-01-04,MAT0138,Administrativo,0,0
2026-01-04,MAT0139,Administrativo,0,0
2026-01-04,MAT0140,Operacional,0,0
2026-01-04,MAT0141,Operacional,0,0
2026-01-04,MAT0142,Logística,0,0
2026-01-04,MAT0143,Operacional,0,0
2026-01-04,MAT0144,Operacional,0,0
2026-01-04,MAT0145,Logística,0,1
2026-01-04,MAT0146,Operacional,0,0
2026-01-04,MAT0147,Operacional,0,0
2026-01-04,MAT0148,Logística,0,0
2026-01-04,MAT0149,Operacional,0,0
2026-01-04,MAT0150,Administrativo,0,0
2026-01-05,MAT0001,Transporte,78,0
2026-01-05,MAT0002,Logística,0,0
2026-01-05,MAT0003,Operacional,0,0
2026-01-05,MAT0004,Administrativo,0,0
2026-01-05,MAT0005,Administrativo,0,0
2026-01-05,MAT0006,Transporte,0,0
2026-01-05,MAT0007,Administrativo,0,0
2026-01-05,MAT0008,Logística,78,0
2026-01-05,MAT0009,Logística,0,0
2026-01-05,MAT0010,Administrativo,0,0
2026-01-05,MAT0011,Operacional,0,0
2026-01-05,MAT0012,Transporte,0,0
2026-01-05,MAT0013,Administrativo,0,1
2026-01-05,MAT0014,Transporte,0,0
2026-01-05,MAT0015,Administrativo,0,0
2026-01-05,MAT0016,Administrativo,0,0
2026-01-05,MAT0017,Transporte,0,0
2026-01-05,MAT0018,Transporte,0,0
2026-01-05,MAT0019,Administrativo,0,0
2026-01-05,MAT0020,Administrativo,0,0
2026-01-05,MAT0021,Transporte,0,0
2026-01-05,MAT0022,Logística,0,0
2026-01-05,MAT0023,Administrativo,0,0
2026-01-05,MAT0024,Transporte,0,0
2026-01-05,MAT0025,Administrativo,0,0
2026-01-05,MAT0026,Operacional,0,0
2026-01-05,MAT0027,Operacional,0,0
2026-01-05,MAT0028,Operacional,0,0
2026-01-05,MAT0029,Administrativo,0,0
